"DATE","DATE_NAME","DATE_CODE","DATE_TYPE","DATE_TYPECODE","DATE_SORTORDER","GEOGRAPHY","GEOGRAPHY_NAME","GEOGRAPHY_CODE","GEOGRAPHY_TYPE","GEOGRAPHY_TYPECODE","GEOGRAPHY_SORTORDER","RURAL_URBAN","RURAL_URBAN_NAME","RURAL_URBAN_CODE","RURAL_URBAN_TYPE","RURAL_URBAN_TYPECODE","RURAL_URBAN_SORTORDER","CELL","CELL_NAME","CELL_CODE","CELL_TYPE","CELL_TYPECODE","CELL_SORTORDER","MEASURES","MEASURES_NAME","OBS_VALUE","OBS_STATUS","OBS_STATUS_NAME","OBS_CONF","OBS_CONF_NAME","URN","RECORD_OFFSET","RECORD_COUNT"
"2011","2011","2011","date",0,0,"1946157062","Redcar and Cleveland","E06000003","local authorities: district / unitary (prior to April 2015)",464,5,"0","Total","0","2011 rural-urban classification",2000,0,"0","All categories: Car or van availability","KS404EW0001","Cars",10000,0,"20100","Value",59605,"A","Normal Value","F","Free (free for publication)","Nm-621d1d32176e0d1946157062d0d0d20100",10,696
"2011","2011","2011","date",0,0,"1946157062","Redcar and Cleveland","E06000003","local authorities: district / unitary (prior to April 2015)",464,5,"0","Total","0","2011 rural-urban classification",2000,0,"1","No cars or vans in household","KS404EW0002","Cars",10000,1,"20100","Value",16935,"A","Normal Value","F","Free (free for publication)","Nm-621d1d32176e0d1946157062d0d1d20100",11,696
"2011","2011","2011","date",0,0,"1946157063","Stockton-on-Tees","E06000004","local authorities: district / unitary (prior to April 2015)",464,6,"0","Total","0","2011 rural-urban classification",2000,0,"0","All categories: Car or van availability","KS404EW0001","Cars",10000,0,"20100","Value",79159,"A","Normal Value","F","Free (free for publication)","Nm-621d1d32176e0d1946157063d0d0d20100",12,696
"2011","2011","2011","date",0,0,"1946157063","Stockton-on-Tees","E06000004","local authorities: district / unitary (prior to April 2015)",464,6,"0","Total","0","2011 rural-urban classification",2000,0,"1","No cars or vans in household","KS404EW0002","Cars",10000,1,"20100","Value",20524,"A","Normal Value","F","Free (free for publication)","Nm-621d1d32176e0d1946157063d0d1d20100",13,696
"2011","2011","2011","date",0,0,"1946157064","Gateshead","E08000037","local authorities: district / unitary (prior to April 2015)",464,7,"0","Total","0","2011 rural-urban classification",2000,0,"0","All categories: Car or van availability","KS404EW0001","Cars",10000,0,"20100","Value",89154,"A","Normal Value","F","Free (free for publication)","Nm-621d1d32176e0d1946157064d0d0d20100",14,696
"2011","2011","2011","date",0,0,"1946157064","Gateshead","E08000037","local authorities: district / unitary (prior to April 2015)",464,7,"0","Total","0","2011 rural-urban classification",2000,0,"1","No cars or vans in household","KS404EW0002","Cars",10000,1,"20100","Value",32551,"A","Normal Value","F","Free (free for publication)","Nm-621d1d32176e0d1946157064d0d1d20100",15,696
"2011","2011","2011","date",0,0,"1946157065","Newcastle upon Tyne","E08000021","local authorities: district / unitary (prior to April 2015)",464,8,"0","Total","0","2011 rural-urban classification",2000,0,"0","All categories: Car or van availability","KS404EW0001","Cars",10000,0,"20100","Value",117153,"A","Normal Value","F","Free (free for publication)","Nm-621d1d32176e0d1946157065d0d0d20100",16,696
"2011","2011","2011","date",0,0,"1946157065","Newcastle upon Tyne","E08000021","local authorities: district / unitary (prior to April 2015)",464,8,"0","Total","0","2011 rural-urban classification",2000,0,"1","No cars or vans in household","KS404EW0002","Cars",10000,1,"20100","Value",48853,"A","Normal Value","F","Free (free for publication)","Nm-621d1d32176e0d1946157065d0d1d20100",17,696
"2011","2011","2011","date",0,0,"1946157066","North Tyneside","E08000022","local authorities: district / unitary (prior to April 2015)",464,9,"0","Total","0","2011 rural-urban classification",2000,0,"0","All categories: Car or van availability","KS404EW0001","Cars",10000,0,"20100","Value",91295,"A","Normal Value","F","Free (free for publication)","Nm-621d1d32176e0d1946157066d0d0d20100",18,696
"2011","2011","2011","date",0,0,"1946157066","North Tyneside","E08000022","local authorities: district / unitary (prior to April 2015)",464,9,"0","Total","0","2011 rural-urban classification",2000,0,"1","No cars or vans in household","KS404EW0002","Cars",10000,1,"20100","Value",28865,"A","Normal Value","F","Free (free for publication)","Nm-621d1d32176e0d1946157066d0d1d20100",19,696
"2011","2011","2011","date",0,0,"1946157067","South Tyneside","E08000023","local authorities: district / unitary (prior to April 2015)",464,10,"0","Total","0","2011 rural-urban classification",2000,0,"0","All categories: Car or van availability","KS404EW0001","Cars",10000,0,"20100","Value",67167,"A","Normal Value","F","Free (free for publication)","Nm-621d1d32176e0d1946157067d0d0d20100",20,696
"2011","2011","2011","date",0,0,"1946157067","South Tyneside","E08000023","local authorities: district / unitary (prior to April 2015)",464,10,"0","Total","0","2011 rural-urban classification",2000,0,"1","No cars or vans in household","KS404EW0002","Cars",10000,1,"20100","Value",25830,"A","Normal Value","F","Free (free for publication)","Nm-621d1d32176e0d1946157067d0d1d20100",21,696
"2011","2011","2011","date",0,0,"1946157068","Sunderland","E08000024","local authorities: district / unitary (prior to April 2015)",464,11,"0","Total","0","2011 rural-urban classification",2000,0,"0","All categories: Car or van availability","KS404EW0001","Cars",10000,0,"20100","Value",119758,"A","Normal Value","F","Free (free for publication)","Nm-621d1d32176e0d1946157068d0d0d20100",22,696
"2011","2011","2011","date",0,0,"1946157068","Sunderland","E08000024","local authorities: district / unitary (prior to April 2015)",464,11,"0","Total","0","2011 rural-urban classification",2000,0,"1","No cars or vans in household","KS404EW0002","Cars",10000,1,"20100","Value",42094,"A","Normal Value","F","Free (free for publication)","Nm-621d1d32176e0d1946157068d0d1d20100",23,696
"2011","2011","2011","date",0,0,"1946157069","Blackburn with Darwen","E06000008","local authorities: district / unitary (prior to April 2015)",464,12,"0","Total","0","2011 rural-urban classification",2000,0,"0","All categories: Car or van availability","KS404EW0001","Cars",10000,0,"20100","Value",57353,"A","Normal Value","F","Free (free for publication)","Nm-621d1d32176e0d1946157069d0d0d20100",24,696
"2011","2011","2011","date",0,0,"1946157069","Blackburn with Darwen","E06000008","local authorities: district / unitary (prior to April 2015)",464,12,"0","Total","0","2011 rural-urban classification",2000,0,"1","No cars or vans in household","KS404EW0002","Cars",10000,1,"20100","Value",17502,"A","Normal Value","F","Free (free for publication)","Nm-621d1d32176e0d1946157069d0d1d20100",25,696
"2011","2011","2011","date",0,0,"1946157070","Blackpool","E06000009","local authorities: district / unitary (prior to April 2015)",464,13,"0","Total","0","2011 rural-urban classification",2000,0,"0","All categories: Car or van availability","KS404EW0001","Cars",10000,0,"20100","Value",64367,"A","Normal Value","F","Free (free for publication)","Nm-621d1d32176e0d1946157070d0d0d20100",26,696
"2011","2011","2011","date",0,0,"1946157070","Blackpool","E06000009","local authorities: district / unitary (prior to April 2015)",464,13,"0","Total","0","2011 rural-urban classification",2000,0,"1","No cars or vans in household","KS404EW0002","Cars",10000,1,"20100","Value",23635,"A","Normal Value","F","Free (free for publication)","Nm-621d1d32176e0d1946157070d0d1d20100",27,696
"2011","2011","2011","date",0,0,"1946157071","Cheshire East","E06000049","local authorities: district / unitary (prior to April 2015)",464,14,"0","Total","0","2011 rural-urban classification",2000,0,"0","All categories: Car or van availability","KS404EW0001","Cars",10000,0,"20100","Value",159441,"A","Normal Value","F","Free (free for publication)","Nm-621d1d32176e0d1946157071d0d0d20100",28,696
"2011","2011","2011","date",0,0,"1946157071","Cheshire East","E06000049","local authorities: district / unitary (prior to April 2015)",464,14,"0","Total","0","2011 rural-urban classification",2000,0,"1","No cars or vans in household","KS404EW0002","Cars",10000,1,"20100","Value",25709,"A","Normal Value","F","Free (free for publication)","Nm-621d1d32176e0d1946157071d0d1d20100",29,696
"2011","2011","2011","date",0,0,"1946157072","Cheshire West and Chester","E06000050","local authorities: district / unitary (prior to April 2015)",464,15,"0","Total","0","2011 rural-urban classification",2000,0,"0","All categories: Car or van availability","KS404EW0001","Cars",10000,0,"20100","Value",141442,"A","Normal Value","F","Free (free for publication)","Nm-621d1d32176e0d1946157072d0d0d20100",30,696
"2011","2011","2011","date",0,0,"1946157072","Cheshire West and Chester","E06000050","local authorities: district / unitary (prior to April 2015)",464,15,"0","Total","0","2011 rural-urban classification",2000,0,"1","No cars or vans in household","KS404EW0002","Cars",10000,1,"20100","Value",26297,"A","Normal Value","F","Free (free for publication)","Nm-621d1d32176e0d1946157072d0d1d20100",31,696
"2011","2011","2011","date",0,0,"1946157073","Halton","E06000006","local authorities: district / unitary (prior to April 2015)",464,16,"0","Total","0","2011 rural-urban classification",2000,0,"0","All categories: Car or van availability","KS404EW0001","Cars",10000,0,"20100","Value",53312,"A","Normal Value","F","Free (free for publication)","Nm-621d1d32176e0d1946157073d0d0d20100",32,696
"2011","2011","2011","date",0,0,"1946157073","Halton","E06000006","local authorities: district / unitary (prior to April 2015)",464,16,"0","Total","0","2011 rural-urban classification",2000,0,"1","No cars or vans in household","KS404EW0002","Cars",10000,1,"20100","Value",14380,"A","Normal Value","F","Free (free for publication)","Nm-621d1d32176e0d1946157073d0d1d20100",33,696
"2011","2011","2011","date",0,0,"1946157074","Warrington","E06000007","local authorities: district / unitary (prior to April 2015)",464,17,"0","Total","0","2011 rural-urban classification",2000,0,"0","All categories: Car or van availability","KS404EW0001","Cars",10000,0,"20100","Value",85140,"A","Normal Value","F","Free (free for publication)","Nm-621d1d32176e0d1946157074d0d0d20100",34,696
"2011","2011","2011","date",0,0,"1946157074","Warrington","E06000007","local authorities: district / unitary (prior to April 2015)",464,17,"0","Total","0","2011 rural-urban classification",2000,0,"1","No cars or vans in household","KS404EW0002","Cars",10000,1,"20100","Value",16409,"A","Normal Value","F","Free (free for publication)","Nm-621d1d32176e0d1946157074d0d1d20100",35,696
"2011","2011","2011","date",0,0,"1946157075","Allerdale","E07000026","local authorities: district / unitary (prior to April 2015)",464,18,"0","Total","0","2011 rural-urban classification",2000,0,"0","All categories: Car or van availability","KS404EW0001","Cars",10000,0,"20100","Value",42345,"A","Normal Value","F","Free (free for publication)","Nm-621d1d32176e0d1946157075d0d0d20100",36,696
"2011","2011","2011","date",0,0,"1946157075","Allerdale","E07000026","local authorities: district / unitary (prior to April 2015)",464,18,"0","Total","0","2011 rural-urban classification",2000,0,"1","No cars or vans in household","KS404EW0002","Cars",10000,1,"20100","Value",8805,"A","Normal Value","F","Free (free for publication)","Nm-621d1d32176e0d1946157075d0d1d20100",37,696
"2011","2011","2011","date",0,0,"1946157076","Barrow-in-Furness","E07000027","local authorities: district / unitary (prior to April 2015)",464,19,"0","Total","0","2011 rural-urban classification",2000,0,"0","All categories: Car or van availability","KS404EW0001","Cars",10000,0,"20100","Value",31224,"A","Normal Value","F","Free (free for publication)","Nm-621d1d32176e0d1946157076d0d0d20100",38,696
"2011","2011","2011","date",0,0,"1946157076","Barrow-in-Furness","E07000027","local authorities: district / unitary (prior to April 2015)",464,19,"0","Total","0","2011 rural-urban classification",2000,0,"1","No cars or vans in household","KS404EW0002","Cars",10000,1,"20100","Value",9345,"A","Normal Value","F","Free (free for publication)","Nm-621d1d32176e0d1946157076d0d1d20100",39,696
"2011","2011","2011","date",0,0,"1946157077","Carlisle","E07000028","local authorities: district / unitary (prior to April 2015)",464,20,"0","Total","0","2011 rural-urban classification",2000,0,"0","All categories: Car or van availability","KS404EW0001","Cars",10000,0,"20100","Value",48342,"A","Normal Value","F","Free (free for publication)","Nm-621d1d32176e0d1946157077d0d0d20100",40,696
"2011","2011","2011","date",0,0,"1946157077","Carlisle","E07000028","local authorities: district / unitary (prior to April 2015)",464,20,"0","Total","0","2011 rural-urban classification",2000,0,"1","No cars or vans in household","KS404EW0002","Cars",10000,1,"20100","Value",11932,"A","Normal Value","F","Free (free for publication)","Nm-621d1d32176e0d1946157077d0d1d20100",41,696
"2011","2011","2011","date",0,0,"1946157078","Copeland","E07000029","local authorities: district / unitary (prior to April 2015)",464,21,"0","Total","0","2011 rural-urban classification",2000,0,"0","All categories: Car or van availability","KS404EW0001","Cars",10000,0,"20100","Value",30536,"A","Normal Value","F","Free (free for publication)","Nm-621d1d32176e0d1946157078d0d0d20100",42,696
"2011","2011","2011","date",0,0,"1946157078","Copeland","E07000029","local authorities: district / unitary (prior to April 2015)",464,21,"0","Total","0","2011 rural-urban classification",2000,0,"1","No cars or vans in household","KS404EW0002","Cars",10000,1,"20100","Value",7143,"A","Normal Value","F","Free (free for publication)","Nm-621d1d32176e0d1946157078d0d1d20100",43,696
"2011","2011","2011","date",0,0,"1946157079","Eden","E07000030","local authorities: district / unitary (prior to April 2015)",464,22,"0","Total","0","2011 rural-urban classification",2000,0,"0","All categories: Car or van availability","KS404EW0001","Cars",10000,0,"20100","Value",23043,"A","Normal Value","F","Free (free for publication)","Nm-621d1d32176e0d1946157079d0d0d20100",44,696
"2011","2011","2011","date",0,0,"1946157079","Eden","E07000030","local authorities: district / unitary (prior to April 2015)",464,22,"0","Total","0","2011 rural-urban classification",2000,0,"1","No cars or vans in household","KS404EW0002","Cars",10000,1,"20100","Value",3211,"A","Normal Value","F","Free (free for publication)","Nm-621d1d32176e0d1946157079d0d1d20100",45,696
"2011","2011","2011","date",0,0,"1946157080","South Lakeland","E07000031","local authorities: district / unitary (prior to April 2015)",464,23,"0","Total","0","2011 rural-urban classification",2000,0,"0","All categories: Car or van availability","KS404EW0001","Cars",10000,0,"20100","Value",46552,"A","Normal Value","F","Free (free for publication)","Nm-621d1d32176e0d1946157080d0d0d20100",46,696
"2011","2011","2011","date",0,0,"1946157080","South Lakeland","E07000031","local authorities: district / unitary (prior to April 2015)",464,23,"0","Total","0","2011 rural-urban classification",2000,0,"1","No cars or vans in household","KS404EW0002","Cars",10000,1,"20100","Value",7142,"A","Normal Value","F","Free (free for publication)","Nm-621d1d32176e0d1946157080d0d1d20100",47,696
"2011","2011","2011","date",0,0,"1946157081","Bolton","E08000001","local authorities: district / unitary (prior to April 2015)",464,24,"0","Total","0","2011 rural-urban classification",2000,0,"0","All categories: Car or van availability","KS404EW0001","Cars",10000,0,"20100","Value",116371,"A","Normal Value","F","Free (free for publication)","Nm-621d1d32176e0d1946157081d0d0d20100",48,696
"2011","2011","2011","date",0,0,"1946157081","Bolton","E08000001","local authorities: district / unitary (prior to April 2015)",464,24,"0","Total","0","2011 rural-urban classification",2000,0,"1","No cars or vans in household","KS404EW0002","Cars",10000,1,"20100","Value",32948,"A","Normal Value","F","Free (free for publication)","Nm-621d1d32176e0d1946157081d0d1d20100",49,696
"2011","2011","2011","date",0,0,"1946157082","Bury","E08000002","local authorities: district / unitary (prior to April 2015)",464,25,"0","Total","0","2011 rural-urban classification",2000,0,"0","All categories: Car or van availability","KS404EW0001","Cars",10000,0,"20100","Value",78113,"A","Normal Value","F","Free (free for publication)","Nm-621d1d32176e0d1946157082d0d0d20100",50,696
"2011","2011","2011","date",0,0,"1946157082","Bury","E08000002","local authorities: district / unitary (prior to April 2015)",464,25,"0","Total","0","2011 rural-urban classification",2000,0,"1","No cars or vans in household","KS404EW0002","Cars",10000,1,"20100","Value",18683,"A","Normal Value","F","Free (free for publication)","Nm-621d1d32176e0d1946157082d0d1d20100",51,696
"2011","2011","2011","date",0,0,"1946157083","Manchester","E08000003","local authorities: district / unitary (prior to April 2015)",464,26,"0","Total","0","2011 rural-urban classification",2000,0,"0","All categories: Car or van availability","KS404EW0001","Cars",10000,0,"20100","Value",204969,"A","Normal Value","F","Free (free for publication)","Nm-621d1d32176e0d1946157083d0d0d20100",52,696
"2011","2011","2011","date",0,0,"1946157083","Manchester","E08000003","local authorities: district / unitary (prior to April 2015)",464,26,"0","Total","0","2011 rural-urban classification",2000,0,"1","No cars or vans in household","KS404EW0002","Cars",10000,1,"20100","Value",91248,"A","Normal Value","F","Free (free for publication)","Nm-621d1d32176e0d1946157083d0d1d20100",53,696
"2011","2011","2011","date",0,0,"1946157084","Oldham","E08000004","local authorities: district / unitary (prior to April 2015)",464,27,"0","Total","0","2011 rural-urban classification",2000,0,"0","All categories: Car or van availability","KS404EW0001","Cars",10000,0,"20100","Value",89703,"A","Normal Value","F","Free (free for publication)","Nm-621d1d32176e0d1946157084d0d0d20100",54,696
"2011","2011","2011","date",0,0,"1946157084","Oldham","E08000004","local authorities: district / unitary (prior to April 2015)",464,27,"0","Total","0","2011 rural-urban classification",2000,0,"1","No cars or vans in household","KS404EW0002","Cars",10000,1,"20100","Value",27954,"A","Normal Value","F","Free (free for publication)","Nm-621d1d32176e0d1946157084d0d1d20100",55,696
"2011","2011","2011","date",0,0,"1946157085","Rochdale","E08000005","local authorities: district / unitary (prior to April 2015)",464,28,"0","Total","0","2011 rural-urban classification",2000,0,"0","All categories: Car or van availability","KS404EW0001","Cars",10000,0,"20100","Value",87552,"A","Normal Value","F","Free (free for publication)","Nm-621d1d32176e0d1946157085d0d0d20100",56,696
"2011","2011","2011","date",0,0,"1946157085","Rochdale","E08000005","local authorities: district / unitary (prior to April 2015)",464,28,"0","Total","0","2011 rural-urban classification",2000,0,"1","No cars or vans in household","KS404EW0002","Cars",10000,1,"20100","Value",27460,"A","Normal Value","F","Free (free for publication)","Nm-621d1d32176e0d1946157085d0d1d20100",57,696
"2011","2011","2011","date",0,0,"1946157086","Salford","E08000006","local authorities: district / unitary (prior to April 2015)",464,29,"0","Total","0","2011 rural-urban classification",2000,0,"0","All categories: Car or van availability","KS404EW0001","Cars",10000,0,"20100","Value",103556,"A","Normal Value","F","Free (free for publication)","Nm-621d1d32176e0d1946157086d0d0d20100",58,696
"2011","2011","2011","date",0,0,"1946157086","Salford","E08000006","local authorities: district / unitary (prior to April 2015)",464,29,"0","Total","0","2011 rural-urban classification",2000,0,"1","No cars or vans in household","KS404EW0002","Cars",10000,1,"20100","Value",38178,"A","Normal Value","F","Free (free for publication)","Nm-621d1d32176e0d1946157086d0d1d20100",59,696
"2011","2011","2011","date",0,0,"1946157087","Stockport","E08000007","local authorities: district / unitary (prior to April 2015)",464,30,"0","Total","0","2011 rural-urban classification",2000,0,"0","All categories: Car or van availability","KS404EW0001","Cars",10000,0,"20100","Value",121979,"A","Normal Value","F","Free (free for publication)","Nm-621d1d32176e0d1946157087d0d0d20100",60,696
"2011","2011","2011","date",0,0,"1946157087","Stockport","E08000007","local authorities: district / unitary (prior to April 2015)",464,30,"0","Total","0","2011 rural-urban classification",2000,0,"1","No cars or vans in household","KS404EW0002","Cars",10000,1,"20100","Value",26781,"A","Normal Value","F","Free (free for publication)","Nm-621d1d32176e0d1946157087d0d1d20100",61,696
"2011","2011","2011","date",0,0,"1946157088","Tameside","E08000008","local authorities: district / unitary (prior to April 2015)",464,31,"0","Total","0","2011 rural-urban classification",2000,0,"0","All categories: Car or van availability","KS404EW0001","Cars",10000,0,"20100","Value",94953,"A","Normal Value","F","Free (free for publication)","Nm-621d1d32176e0d1946157088d0d0d20100",62,696
"2011","2011","2011","date",0,0,"1946157088","Tameside","E08000008","local authorities: district / unitary (prior to April 2015)",464,31,"0","Total","0","2011 rural-urban classification",2000,0,"1","No cars or vans in household","KS404EW0002","Cars",10000,1,"20100","Value",28132,"A","Normal Value","F","Free (free for publication)","Nm-621d1d32176e0d1946157088d0d1d20100",63,696
"2011","2011","2011","date",0,0,"1946157089","Trafford","E08000009","local authorities: district / unitary (prior to April 2015)",464,32,"0","Total","0","2011 rural-urban classification",2000,0,"0","All categories: Car or van availability","KS404EW0001","Cars",10000,0,"20100","Value",94484,"A","Normal Value","F","Free (free for publication)","Nm-621d1d32176e0d1946157089d0d0d20100",64,696
"2011","2011","2011","date",0,0,"1946157089","Trafford","E08000009","local authorities: district / unitary (prior to April 2015)",464,32,"0","Total","0","2011 rural-urban classification",2000,0,"1","No cars or vans in household","KS404EW0002","Cars",10000,1,"20100","Value",20485,"A","Normal Value","F","Free (free for publication)","Nm-621d1d32176e0d1946157089d0d1d20100",65,696
"2011","2011","2011","date",0,0,"1946157090","Wigan","E08000010","local authorities: district / unitary (prior to April 2015)",464,33,"0","Total","0","2011 rural-urban classification",2000,0,"0","All categories: Car or van availability","KS404EW0001","Cars",10000,0,"20100","Value",136386,"A","Normal Value","F","Free (free for publication)","Nm-621d1d32176e0d1946157090d0d0d20100",66,696
"2011","2011","2011","date",0,0,"1946157090","Wigan","E08000010","local authorities: district / unitary (prior to April 2015)",464,33,"0","Total","0","2011 rural-urban classification",2000,0,"1","No cars or vans in household","KS404EW0002","Cars",10000,1,"20100","Value",33606,"A","Normal Value","F","Free (free for publication)","Nm-621d1d32176e0d1946157090d0d1d20100",67,696
"2011","2011","2011","date",0,0,"1946157091","Burnley","E07000117","local authorities: district / unitary (prior to April 2015)",464,34,"0","Total","0","2011 rural-urban classification",2000,0,"0","All categories: Car or van availability","KS404EW0001","Cars",10000,0,"20100","Value",37550,"A","Normal Value","F","Free (free for publication)","Nm-621d1d32176e0d1946157091d0d0d20100",68,696
"2011","2011","2011","date",0,0,"1946157091","Burnley","E07000117","local authorities: district / unitary (prior to April 2015)",464,34,"0","Total","0","2011 rural-urban classification",2000,0,"1","No cars or vans in household","KS404EW0002","Cars",10000,1,"20100","Value",12122,"A","Normal Value","F","Free (free for publication)","Nm-621d1d32176e0d1946157091d0d1d20100",69,696
"2011","2011","2011","date",0,0,"1946157092","Chorley","E07000118","local authorities: district / unitary (prior to April 2015)",464,35,"0","Total","0","2011 rural-urban classification",2000,0,"0","All categories: Car or van availability","KS404EW0001","Cars",10000,0,"20100","Value",44919,"A","Normal Value","F","Free (free for publication)","Nm-621d1d32176e0d1946157092d0d0d20100",70,696
"2011","2011","2011","date",0,0,"1946157092","Chorley","E07000118","local authorities: district / unitary (prior to April 2015)",464,35,"0","Total","0","2011 rural-urban classification",2000,0,"1","No cars or vans in household","KS404EW0002","Cars",10000,1,"20100","Value",7661,"A","Normal Value","F","Free (free for publication)","Nm-621d1d32176e0d1946157092d0d1d20100",71,696
"2011","2011","2011","date",0,0,"1946157093","Fylde","E07000119","local authorities: district / unitary (prior to April 2015)",464,36,"0","Total","0","2011 rural-urban classification",2000,0,"0","All categories: Car or van availability","KS404EW0001","Cars",10000,0,"20100","Value",34885,"A","Normal Value","F","Free (free for publication)","Nm-621d1d32176e0d1946157093d0d0d20100",72,696
"2011","2011","2011","date",0,0,"1946157093","Fylde","E07000119","local authorities: district / unitary (prior to April 2015)",464,36,"0","Total","0","2011 rural-urban classification",2000,0,"1","No cars or vans in household","KS404EW0002","Cars",10000,1,"20100","Value",6652,"A","Normal Value","F","Free (free for publication)","Nm-621d1d32176e0d1946157093d0d1d20100",73,696
"2011","2011","2011","date",0,0,"1946157094","Hyndburn","E07000120","local authorities: district / unitary (prior to April 2015)",464,37,"0","Total","0","2011 rural-urban classification",2000,0,"0","All categories: Car or van availability","KS404EW0001","Cars",10000,0,"20100","Value",34341,"A","Normal Value","F","Free (free for publication)","Nm-621d1d32176e0d1946157094d0d0d20100",74,696
"2011","2011","2011","date",0,0,"1946157094","Hyndburn","E07000120","local authorities: district / unitary (prior to April 2015)",464,37,"0","Total","0","2011 rural-urban classification",2000,0,"1","No cars or vans in household","KS404EW0002","Cars",10000,1,"20100","Value",9696,"A","Normal Value","F","Free (free for publication)","Nm-621d1d32176e0d1946157094d0d1d20100",75,696
"2011","2011","2011","date",0,0,"1946157095","Lancaster","E07000121","local authorities: district / unitary (prior to April 2015)",464,38,"0","Total","0","2011 rural-urban classification",2000,0,"0","All categories: Car or van availability","KS404EW0001","Cars",10000,0,"20100","Value",57822,"A","Normal Value","F","Free (free for publication)","Nm-621d1d32176e0d1946157095d0d0d20100",76,696
